nome,metodo_descoberta,num_plan_sist,periodo_orbita,distancia,massa,raio_terra,ano_descoberta,num_luas,link,data_publicacao
XO-3 b,Transit,1,3.19154,214.31,0.58,15.805,2007,0,http://exoplanets.org/detail/XO-3_b,2008-04
kap CrB b,Radial Velocity,1,1285.0,30.09,1.5,,2007,0,http://exoplanets.org/detail/kappa_CrB_b,2008-03
HD 70573 b,Radial Velocity,1,851.8,45.7,1.0,,2007,0,,2007-05
HD 5319 b,Radial Velocity,2,637.1,121.83,1.27,,2007,0,http://exoplanets.org/detail/HD_5319_b,2007-12
HD 43691 b,Radial Velocity,1,36.9987,85.81,1.32,,2007,0,http://exoplanets.org/detail/HD_43691_b,2007-10
HD 4113 b,Radial Velocity,1,526.62,41.92,0.99,,2007,0,http://exoplanets.org/detail/HD_4113_b,2008-03
HD 155358 c,Radial Velocity,2,391.9,43.67,1.15,,2007,0,http://exoplanets.org/detail/HD_155358_c,2007-08
HD 156846 b,Radial Velocity,1,359.51001,47.8,1.38,,2007,0,http://exoplanets.org/detail/HD_156846_b,2008-03
HD 167042 b,Radial Velocity,1,420.77,49.73,1.5,,2007,0,http://exoplanets.org/detail/HD_167042_b,2008-03
HD 170469 b,Radial Velocity,1,1145.0,60.28,1.1,,2007,0,http://exoplanets.org/detail/HD_170469_b,2007-11
HD 17092 b,Radial Velocity,1,359.89999,229.89,6.73,,2007,0,http://exoplanets.org/detail/HD_17092_b,2007-11
HD 171028 b,Radial Velocity,1,550.0,112.01,1.53,,2007,0,http://exoplanets.org/detail/HD_171028_b,2007-11
HD 17156 b,Radial Velocity,1,21.21663,78.26,1.41,12.33,2007,0,http://exoplanets.org/detail/HD_17156_b,2007-11
HD 132406 b,Radial Velocity,1,974.0,70.93,1.03,,2007,0,http://exoplanets.org/detail/HD_132406_b,2007-10
HD 175541 b,Radial Velocity,1,298.43,130.08,1.39,,2007,0,http://exoplanets.org/detail/HD_175541_b,2007-08
HD 192699 b,Radial Velocity,1,340.94,72.01,1.38,,2007,0,http://exoplanets.org/detail/HD_192699_b,2007-08
HD 196885 A b,Radial Velocity,1,1333.0,34.2,1.28,,2007,0,http://exoplanets.org/detail/HD_196885_b,2008-02
HD 210702 b,Radial Velocity,1,354.1,54.28,1.61,,2007,0,http://exoplanets.org/detail/HD_210702_b,2007-08
HD 219828 b,Radial Velocity,2,3.83492,73.27,1.18,,2007,0,http://exoplanets.org/detail/HD_219828_b,2007-05
HD 221287 b,Radial Velocity,1,456.1,56.01,1.25,,2007,0,http://exoplanets.org/detail/HD_221287_b,2007-08
HD 231701 b,Radial Velocity,1,141.63,109.22,1.21,,2007,0,http://exoplanets.org/detail/HD_231701_b,2007-11
HAT-P-4 b,Transit,1,3.056536,314.0,,14.28,2007,0,http://exoplanets.org/detail/HAT-P-4_b,2007-11
HD 190647 b,Radial Velocity,1,1176.45,54.56,1.07,,2007,0,http://exoplanets.org/detail/HD_190647_b,2007-08
HAT-P-3 b,Transit,1,2.8997,135.08,1.06,10.536,2007,0,http://exoplanets.org/detail/HAT-P-3_b,2007-09
xi Aql b,Radial Velocity,1,136.75,56.27,2.2,,2007,0,http://exoplanets.org/detail/xi_Aql_b,2008-06
GJ 581 c,Radial Velocity,3,12.914,6.3,0.31,,2007,0,http://exoplanets.org/detail/GJ_581_c,2005-12
BD-13 2130 b,Radial Velocity,1,714.29999,948.75,2.12,,2007,0,http://exoplanets.org/detail/NGC_2423_3_b,2007-09
55 Cnc f,Radial Velocity,5,262.0,12.59,0.91,,2007,0,http://exoplanets.org/detail/55_Cnc_f,2008-03
GJ 674 b,Radial Velocity,1,4.6938,4.55,0.35,,2007,0,http://exoplanets.org/detail/GJ_674_b,2007-10
CT Cha b,Imaging,1,,165.0,,24.66,2007,0,,2008-11
HAT-P-2 b,Transit,1,5.6335158,128.25,1.33,,2007,0,http://exoplanets.org/detail/HAT-P-2_b,2007-11
GJ 317 b,Radial Velocity,2,692.0,15.1,0.42,,2007,0,http://exoplanets.org/detail/GJ_317_b,2007-11
FU Tau b,Imaging,1,,140.0,0.05,,2008,0,,2009-02
HD 102272 b,Radial Velocity,1,127.58,350.01,1.45,,2008,0,http://exoplanets.org/detail/HD_102272_b,2009-03
USco CTIO 108 b,Imaging,1,,144.29,0.06,,2008,0,,2008-02
6 Lyn b,Radial Velocity,1,934.3,54.74,1.44,,2008,0,http://exoplanets.org/detail/6_Lyn_b,2008-12
Fomalhaut b,Imaging,1,555530.0,7.7,1.92,,2008,0,http://exoplanets.org/detail/Fomalhaut_b,2008-11
HD 145377 b,Radial Velocity,1,103.95,53.57,1.2,,2008,0,http://exoplanets.org/detail/HD_145377_b,2009-03
81 Cet b,Radial Velocity,1,952.7,101.53,2.4,,2008,0,http://exoplanets.org/detail/81_Cet_b,2008-12
OGLE2-TR-L9 b,Transit,1,2.4855335,1704.36,1.52,18.046,2008,0,http://exoplanets.org/detail/OGLE2-TR-L9_b,2009-04
HR 8799 d,Imaging,4,37000.0,39.4,,13.0,2008,0,http://exoplanets.org/detail/HR_8799_d,2008-11
WASP-10 b,Transit,1,3.0927616,141.57,0.75,12.106,2008,0,http://exoplanets.org/detail/WASP-10_b,2009-02
HR 8799 c,Imaging,4,69000.0,39.4,,13.0,2008,0,http://exoplanets.org/detail/HR_8799_c,2008-11
HR 8799 b,Imaging,4,170000.0,39.4,,13.0,2008,0,http://exoplanets.org/detail/HR_8799_b,2008-11
OGLE-2006-BLG-109L c,Microlensing,2,4927.5,1510.0,0.51,,2008,0,http://exoplanets.org/detail/OGLE-2006-BLG-109L_c,2008-02
OGLE-2006-BLG-109L b,Microlensing,2,1788.5,1510.0,0.51,,2008,0,http://exoplanets.org/detail/OGLE-2006-BLG-109L_b,2008-02
XO-4 b,Transit,1,4.12508,274.79,1.1,14.011,2008,0,http://exoplanets.org/detail/XO-4_b,2008-05
XO-5 b,Transit,1,4.1877558,278.37,1.04,12.78,2008,0,http://exoplanets.org/detail/XO-5_b,2008-10
bet Pic b,Imaging,2,7665.0,19.75,1.76,,2008,0,http://exoplanets.org/detail/beta_Pic_b,2009-01
HD 45364 b,Radial Velocity,2,226.93,34.39,0.82,,2008,0,http://exoplanets.org/detail/HD_45364_b,2009-03
HD 45364 c,Radial Velocity,2,342.85,34.39,0.82,,2008,0,http://exoplanets.org/detail/HD_45364_c,2009-03
HD 285968 b,Radial Velocity,1,8.7836,9.47,0.45,,2008,0,http://exoplanets.org/detail/GJ_176_b,2009-01
WASP-11 b,Transit,1,3.72247,125.12,1.42,12.442,2008,0,http://exoplanets.org/detail/WASP-11_b,2009-07
HD 205739 b,Radial Velocity,1,279.8,92.74,1.22,,2008,0,http://exoplanets.org/detail/HD_205739_b,2008-11
WASP-12 b,Transit,1,1.09142,432.48,1.43,21.712,2008,0,http://exoplanets.org/detail/WASP-12_b,2009-03
HD 139357 b,Radial Velocity,1,1125.7,112.45,1.35,,2008,0,http://exoplanets.org/detail/HD_139357_b,2009-06
HD 153950 b,Radial Velocity,1,499.39999,48.52,1.25,,2008,0,http://exoplanets.org/detail/HD_153950_b,2009-03
HD 154672 b,Radial Velocity,1,163.94,63.16,1.18,,2008,0,http://exoplanets.org/detail/HD_154672_b,2008-11
WASP-5 b,Transit,1,1.6284279,311.88,0.96,12.184000000000001,2008,0,http://exoplanets.org/detail/WASP-5_b,2008-06
HD 16417 b,Radial Velocity,1,17.24,25.41,1.2,,2008,0,http://exoplanets.org/detail/HD_16417_b,2009-06
HD 131664 b,Radial Velocity,1,1951.0,52.89,1.19,,2008,0,http://exoplanets.org/detail/HD_131664_b,2009-03
HD 173416 b,Radial Velocity,1,323.6,132.68,2.0,,2008,0,http://exoplanets.org/detail/HD_173416_b,2009-01
HD 11964 c,Radial Velocity,2,37.91,33.57,1.12,,2008,0,http://exoplanets.org/detail/HD_11964_c,2009-03
42 Dra b,Radial Velocity,1,479.1,90.86,0.98,,2008,0,http://exoplanets.org/detail/42_Dra_b,2009-06
GJ 832 b,Radial Velocity,2,3657.0,4.97,0.45,,2008,0,http://exoplanets.org/detail/GJ_832_b,2009-01
HD 179079 b,Radial Velocity,1,14.479,69.85,1.14,,2008,0,http://exoplanets.org/detail/HD_179079_b,2009-09
HD 11506 c,Radial Velocity,2,223.41,51.34,1.24,,2008,0,,2009-03
WASP-7 b,Transit,1,4.9546416,163.05,1.28,14.908,2008,0,http://exoplanets.org/detail/WASP-7_b,2009-01
HD 181433 b,Radial Velocity,3,9.3743,26.9,0.63,,2008,0,http://exoplanets.org/detail/HD_181433_b,2009-03
HD 181433 c,Radial Velocity,3,962.0,26.9,0.63,,2008,0,http://exoplanets.org/detail/HD_181433_c,2009-03
HD 181433 d,Radial Velocity,3,2172.0,26.9,0.63,,2008,0,http://exoplanets.org/detail/HD_181433_d,2009-03
HD 183263 c,Radial Velocity,2,3070.0,54.28,1.31,,2008,0,http://exoplanets.org/detail/HD_183263_c,2009-03
WASP-14 b,Transit,1,2.24375,162.75,1.62,15.468,2008,0,http://exoplanets.org/detail/WASP-14_b,2009-02
HD 187123 c,Radial Velocity,2,3810.0,46.02,1.0,,2008,0,http://exoplanets.org/detail/HD_187123_c,2009-03
HAT-P-11 b,Transit,2,4.88780244,37.81,0.81,4.36,2008,0,http://exoplanets.org/detail/HAT-P-11_b,2010-02
HD 45652 b,Radial Velocity,1,44.073,34.89,0.92,,2008,0,http://exoplanets.org/detail/HD_45652_b,2008-08
HD 20868 b,Radial Velocity,1,380.85001,47.79,0.39,,2008,0,http://exoplanets.org/detail/HD_20868_b,2009-03
HD 47186 b,Radial Velocity,2,4.0845,37.5,0.96,,2008,0,http://exoplanets.org/detail/HD_47186_b,2009-03
HD 143361 b,Radial Velocity,1,1039.15,68.65,0.97,,2008,0,http://exoplanets.org/detail/HD_143361_b,2009-03
BD-17 63 b,Radial Velocity,1,655.6,34.49,0.74,,2008,0,http://exoplanets.org/detail/HIP_2247_b,2009-03
CoRoT-3 b,Transit,1,4.2568,680.0,1.37,11.32,2008,0,http://exoplanets.org/detail/CoRoT-3_b,2008-12
HAT-P-8 b,Transit,1,3.07634,212.84,1.27,15.693,2008,0,http://exoplanets.org/detail/HAT-P-8_b,2009-10
HD 73534 b,Radial Velocity,1,1750.0,83.53,1.16,,2008,0,http://exoplanets.org/detail/HD_73534_b,2009-09
HAT-P-9 b,Transit,1,3.92281072,480.0,1.28,15.614,2008,0,http://exoplanets.org/detail/HAT-P-9_b,2009-01
18 Del b,Radial Velocity,1,993.3,76.38,2.3,,2008,0,http://exoplanets.org/detail/18_Del_b,2008-06
CoRoT-4 b,Transit,1,9.20205,741.6,1.16,13.34,2008,0,http://exoplanets.org/detail/CoRoT-4_b,2008-09
MOA-2007-BLG-400L b,Microlensing,1,,5800.0,0.3,,2008,0,http://exoplanets.org/detail/MOA-2007-BLG-400L_b,2009-06
MOA-2007-BLG-192L b,Microlensing,1,,1000.0,0.06,,2008,0,http://exoplanets.org/detail/MOA-2007-BLG-192L_b,2008-09
HD 47186 c,Radial Velocity,2,1353.6,37.5,0.96,,2008,0,http://exoplanets.org/detail/HD_47186_c,2009-03
14 And b,Radial Velocity,1,185.84,75.59,2.2,,2008,0,http://exoplanets.org/detail/14_And_b,2008-12
HD 7924 b,Radial Velocity,3,5.39792,17.0,0.65,,2008,0,http://exoplanets.org/detail/HD_7924_b,2009-05
CoRoT-2 b,Transit,1,1.7429935,200.0,0.96,16.432000000000002,2008,0,http://exoplanets.org/detail/CoRoT-2_b,2008-05
HD 60532 c,Radial Velocity,2,600.1,25.99,1.5,,2008,0,http://exoplanets.org/detail/HD_60532_c,2008-12
CoRoT-1 b,Transit,1,1.5089557,805.31,0.95,16.7,2008,0,http://exoplanets.org/detail/CoRoT-1_b,2008-05
HD 73267 b,Radial Velocity,1,1245.36,54.91,0.9,,2008,0,http://exoplanets.org/detail/HD_73267_b,2009-03
1RXS J160929.1-210524 b,Imaging,1,,145.0,0.85,,2008,0,,2008-12
HD 48265 b,Radial Velocity,1,778.51,90.78,1.31,,2008,0,http://exoplanets.org/detail/HD_48265_b,2009-03
HD 60532 b,Radial Velocity,2,201.9,25.99,1.5,,2008,0,http://exoplanets.org/detail/HD_60532_b,2008-12
HAT-P-7 b,Transit,1,2.20474,344.46,1.56,16.926,2008,0,http://exoplanets.org/detail/HAT-P-7_b,2008-06
HD 9446 b,Radial Velocity,2,30.052,50.42,1.0,,2009,0,http://exoplanets.org/detail/HD_9446_b,2010-04
HD 90156 b,Radial Velocity,1,49.77,21.96,0.84,,2009,0,http://exoplanets.org/detail/HD_90156_b,2011-02
HD 181342 b,Radial Velocity,1,564.1,120.81,1.69,,2009,0,http://exoplanets.org/detail/HD_181342_b,2010-05
HD 180902 b,Radial Velocity,1,510.9,104.89,1.41,,2009,0,http://exoplanets.org/detail/HD_180902_b,2010-05
WASP-15 b,Transit,1,3.7521,284.35,1.18,15.805,2009,0,http://exoplanets.org/detail/WASP-15_b,2009-06
HD 89307 b,Radial Velocity,1,2166.0,32.04,1.27,,2009,0,http://exoplanets.org/detail/HD_89307_b,2009-10
HD 181720 b,Radial Velocity,1,956.0,60.31,1.03,,2009,0,http://exoplanets.org/detail/HD_181720_b,2010-03
Kepler-6 b,Transit,1,3.2346996,597.14,1.21,14.617,2009,0,http://exoplanets.org/detail/Kepler-6_b,2010-04
HD 110014 b,Radial Velocity,1,835.477,100.98,2.17,,2009,0,,2009-09
HD 9446 c,Radial Velocity,2,192.9,50.42,1.0,,2009,0,http://exoplanets.org/detail/HD_9446_c,2010-04
WASP-16 b,Transit,1,3.1186,195.2,1.78,13.675,2009,0,http://exoplanets.org/detail/WASP-16_b,2009-09
HD 190984 b,Radial Velocity,1,4885.0,148.81,0.91,,2009,0,,2010-03
GJ 179 b,Radial Velocity,1,2288.0,12.36,0.36,,2009,0,http://exoplanets.org/detail/GJ_179_b,2010-10
HAT-P-13 b,Transit,2,2.91625,214.0,1.22,14.258,2009,0,http://exoplanets.org/detail/HAT-P-13_b,2009-12
WASP-13 b,Transit,1,4.35301,228.99,0.72,13.675,2009,0,http://exoplanets.org/detail/WASP-13_b,2009-07
HD 95089 b,Radial Velocity,2,464.4,137.46,1.54,,2009,0,http://exoplanets.org/detail/HD_95089_b,2010-05
HAT-P-13 c,Radial Velocity,2,446.27,214.0,1.22,,2009,0,http://exoplanets.org/detail/HAT-P-13_c,2009-12
HD 206610 b,Radial Velocity,1,673.2,147.78,1.55,,2009,0,http://exoplanets.org/detail/HD_206610_b,2010-05
CoRoT-5 b,Transit,1,4.0378962,904.65,1.0,15.558,2009,0,http://exoplanets.org/detail/CoRoT-5_b,2009-10
HD 104067 b,Radial Velocity,1,55.806,20.38,0.62,,2009,0,http://exoplanets.org/detail/HD_104067_b,2011-11
CoRoT-6 b,Transit,1,8.886593,657.24,1.05,13.068,2009,0,http://exoplanets.org/detail/CoRoT-6_b,2010-03
HD 6718 b,Radial Velocity,1,2496.0,51.42,1.08,,2009,0,http://exoplanets.org/detail/HD_6718_b,2010-11
HD 87883 b,Radial Velocity,1,2754.0,18.3,0.66,,2009,0,http://exoplanets.org/detail/HD_87883_b,2009-10
WASP-19 b,Transit,1,0.78883899,270.41,0.9,15.603,2009,0,http://exoplanets.org/detail/WASP-19_b,2010-01
WASP-17 b,Transit,1,3.73543,410.41,2.28,20.961,2009,0,http://exoplanets.org/detail/WASP-17_b,2010-01
GJ 649 b,Radial Velocity,1,598.3,10.38,0.54,,2009,0,http://exoplanets.org/detail/GJ_649_b,2010-02
HD 147018 b,Radial Velocity,2,44.236,42.96,0.93,,2009,0,http://exoplanets.org/detail/HD_147018_b,2010-02
HD 147018 c,Radial Velocity,2,1008.0,42.96,0.93,,2009,0,http://exoplanets.org/detail/HD_147018_c,2010-02
GJ 581 e,Radial Velocity,3,3.149,6.3,0.31,,2009,0,http://exoplanets.org/detail/GJ_581_e,2005-12
Kepler-5 b,Transit,1,3.5484657,923.41,1.37,15.984000000000002,2009,0,http://exoplanets.org/detail/Kepler-5_b,2010-04
HD 148156 b,Radial Velocity,1,1027.0,57.22,1.22,,2009,0,http://exoplanets.org/detail/HD_148156_b,2010-11
HD 148427 b,Radial Velocity,1,331.5,71.5,1.64,,2009,0,http://exoplanets.org/detail/HD_148427_b,2009-10
HD 13931 b,Radial Velocity,1,4218.0,47.46,1.3,,2009,0,http://exoplanets.org/detail/HD_13931_b,2010-10
HD 152079 b,Radial Velocity,1,2918.92,88.11,1.15,,2009,0,,2010-03
HD 136418 b,Radial Velocity,1,464.29999,105.49,1.48,,2009,0,http://exoplanets.org/detail/HD_136418_b,2010-05
HD 156411 b,Radial Velocity,1,842.2,56.96,1.25,,2009,0,http://exoplanets.org/detail/HD_156411_b,2010-11
HD 134987 c,Radial Velocity,2,5000.0,26.2,1.1,,2009,0,http://exoplanets.org/detail/HD_134987_c,2010-04
HD 16175 b,Radial Velocity,1,990.0,59.96,1.63,,2009,0,http://exoplanets.org/detail/HD_16175_b,2009-06
HD 8673 b,Radial Velocity,1,1634.0,37.9,1.35,,2009,0,,2010-07
HD 85390 b,Radial Velocity,1,799.52,33.56,0.76,,2009,0,http://exoplanets.org/detail/HD_85390_b,2011-02
HD 129445 b,Radial Velocity,1,1840.0,67.57,0.99,,2009,0,,2010-03
HD 164604 b,Radial Velocity,1,641.472,39.41,0.77,,2009,0,http://exoplanets.org/detail/HD_164604_b,2010-03
30 Ari B b,Radial Velocity,1,335.10001,44.71,1.93,,2009,0,http://exoplanets.org/detail/30_Ari_B_b,2009-12
HD 126614 b,Radial Velocity,1,1244.0,73.25,1.26,,2009,0,http://exoplanets.org/detail/HD_126614_A_b,2010-10
HD 125612 d,Radial Velocity,3,2835.0,57.72,1.11,,2009,0,,2010-03
HD 125612 c,Radial Velocity,3,4.15514,57.72,1.11,,2009,0,http://exoplanets.org/detail/HD_125612_c,2010-03
HD 125595 b,Radial Velocity,1,9.6737,28.22,0.29,,2009,0,http://exoplanets.org/detail/HD_125595_b,2011-11
HD 175167 b,Radial Velocity,1,1290.0,71.23,1.37,,2009,0,http://exoplanets.org/detail/HD_175167_b,2010-03
HD 86226 b,Radial Velocity,1,1695.0,45.74,1.06,,2009,0,,2010-03
HD 63765 b,Radial Velocity,1,358.0,32.57,0.65,,2009,0,http://exoplanets.org/detail/HD_63765_b,2011-11
HD 86264 b,Radial Velocity,1,1475.0,67.94,1.42,,2009,0,http://exoplanets.org/detail/HD_86264_b,2009-10
Kepler-4 b,Transit,1,3.21346,550.0,1.22,4.002,2009,0,http://exoplanets.org/detail/Kepler-4_b,2010-04
WASP-18 b,Transit,2,0.94124,123.92,1.22,,2009,0,http://exoplanets.org/detail/WASP-18_b,2009-08
WASP-6 b,Transit,1,3.36101,198.23,0.55,11.545,2009,0,http://exoplanets.org/detail/WASP-6_b,2009-07
GJ 1214 b,Transit,1,1.58040456,14.65,0.15,2.847,2009,0,http://exoplanets.org/detail/GJ_1214_b,2009-12
HAT-P-12 b,Transit,1,3.2130598,142.5,0.73,10.749,2009,0,http://exoplanets.org/detail/HAT-P-12_b,2009-11
HD 212771 b,Radial Velocity,1,380.7,111.51,1.56,,2009,0,http://exoplanets.org/detail/HD_212771_b,2010-05
BD+20 2457 b,Radial Velocity,2,379.63,1670.85,10.83,,2009,0,http://exoplanets.org/detail/BD_+20_2457_b,2009-12
11 UMi b,Radial Velocity,1,516.21997,125.72,2.78,,2009,0,http://exoplanets.org/detail/11_UMi_b,2009-10
BD+20 2457 c,Radial Velocity,2,621.99,1670.85,10.83,,2009,0,http://exoplanets.org/detail/BD_+20_2457_c,2009-12
HD 290327 b,Radial Velocity,1,2443.0,56.52,0.84,,2009,0,http://exoplanets.org/detail/HD_290327_b,2010-11
HD 30562 b,Radial Velocity,1,1157.0,26.18,1.12,,2009,0,http://exoplanets.org/detail/HD_30562_b,2009-10
HD 32518 b,Radial Velocity,1,157.54,122.55,1.13,,2009,0,http://exoplanets.org/detail/HD_32518_b,2009-10
HD 34445 b,Radial Velocity,6,1049.0,46.15,1.14,,2009,0,http://exoplanets.org/detail/HD_34445_b,2010-10
BD-08 2823 b,Radial Velocity,2,5.6,41.38,0.5,,2009,0,http://exoplanets.org/detail/BD_-08_2823_b,2010-03
HD 103197 b,Radial Velocity,1,47.84,57.24,0.8,,2009,0,http://exoplanets.org/detail/HD_103197_b,2011-02
OGLE-2007-BLG-368L b,Microlensing,1,,5900.0,0.64,,2009,0,http://exoplanets.org/detail/OGLE-2007-BLG-368L_b,2010-02
BD-08 2823 c,Radial Velocity,2,237.6,41.38,0.5,,2009,0,http://exoplanets.org/detail/BD_-08_2823_c,2010-03
BD+14 4559 b,Radial Velocity,1,268.94,49.42,0.49,,2009,0,http://exoplanets.org/detail/BD_+14_4559_b,2009-12
2MASS J21402931+1625183 A b,Imaging,1,7336.5,25.0,0.08,10.31,2009,0,,2010-03
HD 38801 b,Radial Velocity,1,685.25,91.68,1.21,,2009,0,http://exoplanets.org/detail/HD_38801_b,2010-05
HIP 79431 b,Radial Velocity,1,111.7,14.54,0.42,,2009,0,http://exoplanets.org/detail/HIP_79431_b,2010-02
HD 40307 b,Radial Velocity,5,4.3123,12.94,0.77,,2009,0,http://exoplanets.org/detail/HD_40307_b,2009-01
HD 40307 c,Radial Velocity,5,9.6184,12.94,0.77,,2009,0,http://exoplanets.org/detail/HD_40307_c,2009-01
HD 40307 d,Radial Velocity,5,20.432,12.94,0.77,,2009,0,http://exoplanets.org/detail/HD_40307_d,2009-01
HIP 70849 b,Radial Velocity,1,17337.5,24.07,0.63,,2009,0,,2011-11
DP Leo b,Eclipse Timing Variations,1,10220.0,305.06,,,2009,0,,2010-01
HIP 5158 b,Radial Velocity,2,345.72,51.68,0.78,,2009,0,http://exoplanets.org/detail/HIP_5158_b,2010-03
gam 1 Leo b,Radial Velocity,1,428.5,38.52,1.23,,2009,0,http://exoplanets.org/detail/gamma_Leo_A_b,2010-01
HD 4313 b,Radial Velocity,1,356.21,136.82,1.63,,2009,0,http://exoplanets.org/detail/HD_4313_b,2010-05
HIP 14810 d,Radial Velocity,3,981.8,50.55,1.01,,2009,0,http://exoplanets.org/detail/HIP_14810_d,2009-07
MOA-2008-BLG-310L b,Microlensing,1,,7700.0,0.21,,2009,0,http://exoplanets.org/detail/MOA-2008-BLG-310L_b,2010-03
CoRoT-9 b,Transit,1,95.272656,417.89,0.96,11.949000000000002,2009,0,http://exoplanets.org/detail/CoRoT-9_b,2010-03
HD 171238 b,Radial Velocity,1,1532.0,44.87,0.96,,2009,0,http://exoplanets.org/detail/HD_171238_b,2010-02
Kepler-7 b,Transit,1,4.8854892,947.46,1.36,18.180999999999997,2009,0,http://exoplanets.org/detail/Kepler-7_b,2010-04
HD 240210 b,Radial Velocity,1,501.75,142.86,0.82,,2009,0,http://exoplanets.org/detail/HD_240210_b,2009-12
HD 96167 b,Radial Velocity,1,498.04,85.51,1.27,,2009,0,http://exoplanets.org/detail/HD_96167_b,2009-06
HD 215497 c,Radial Velocity,2,567.94,40.59,0.67,,2009,0,http://exoplanets.org/detail/HD_215497_c,2010-03
HD 215497 b,Radial Velocity,2,3.93404,40.59,0.67,,2009,0,http://exoplanets.org/detail/HD_215497_b,2010-03
CoRoT-7 b,Transit,2,0.85359163,160.64,0.82,1.681,2009,0,http://exoplanets.org/detail/CoRoT-7_b,2009-10
47 UMa d,Radial Velocity,3,14002.0,13.8,1.03,,2009,0,,2010-04
CoRoT-7 c,Radial Velocity,2,3.698,160.64,0.82,,2009,0,,2009-10
61 Vir d,Radial Velocity,3,123.01,8.51,0.94,,2009,0,http://exoplanets.org/detail/61_Vir_d,2010-01
61 Vir b,Radial Velocity,3,4.215,8.51,0.94,,2009,0,http://exoplanets.org/detail/61_Vir_b,2010-01
61 Vir c,Radial Velocity,3,38.021,8.51,0.94,,2009,0,http://exoplanets.org/detail/61_Vir_c,2010-01
WASP-37 b,Transit,1,3.577469,343.0,0.93,13.002,2010,0,http://exoplanets.org/detail/WASP-37_b,2011-01
WASP-34 b,Transit,1,4.31768,132.59,0.96,11.209000000000001,2010,0,http://exoplanets.org/detail/WASP-34_b,2011-02
WASP-33 b,Transit,1,1.21987,122.36,1.5,17.855999999999998,2010,0,http://exoplanets.org/detail/WASP-33_b,2010-09
Kepler-8 b,Transit,1,3.5224991,1052.9,1.21,15.872,2010,0,http://exoplanets.org/detail/Kepler-8_b,2010-12
HD 204313 b,Radial Velocity,2,1920.09998,47.86,1.03,,2010,0,http://exoplanets.org/detail/HD_204313_b,2010-02
GJ 3634 b,Radial Velocity,1,2.64561,19.8,0.45,,2010,0,http://exoplanets.org/detail/GJ_3634_b,2011-04
HD 163607 b,Radial Velocity,2,75.2203,67.92,1.12,,2010,0,http://exoplanets.org/detail/HD_163607_b,2012-01
HD 163607 c,Radial Velocity,2,1272.0,67.92,1.12,,2010,0,http://exoplanets.org/detail/HD_163607_c,2012-01
HIP 78530 b,Imaging,1,,156.7,2.5,,2010,0,,2011-03
WASP-32 b,Transit,1,2.71866,278.17,0.72,10.761,2010,0,http://exoplanets.org/detail/WASP-32_b,2010-12
MOA-2009-BLG-319L b,Microlensing,1,,6100.0,0.38,,2010,0,http://exoplanets.org/detail/MOA-2009-BLG-319L_b,2011-02
HD 156668 b,Radial Velocity,1,4.6455,24.35,0.77,,2010,0,http://exoplanets.org/detail/HD_156668_b,2011-01
HIP 12961 b,Radial Velocity,1,57.435,23.39,0.69,,2010,0,http://exoplanets.org/detail/HIP_12961_b,2011-02
HD 145457 b,Radial Velocity,1,176.3,135.82,1.23,,2010,0,http://exoplanets.org/detail/HD_145457_b,2010-08
HD 1461 b,Radial Velocity,2,5.77152,23.47,1.02,,2010,0,http://exoplanets.org/detail/HD_1461_b,2010-01
MOA-2009-BLG-387L b,Microlensing,1,1982.0,5690.0,0.19,,2010,0,http://exoplanets.org/detail/MOA-2009-BLG-387L_b,2011-05
HD 44219 b,Radial Velocity,1,472.3,50.4,1.0,,2010,0,http://exoplanets.org/detail/HD_44219_b,2010-11
GJ 1148 b,Radial Velocity,2,41.38,11.02,0.35,,2010,0,http://exoplanets.org/detail/HIP_57050_b,2010-05
WASP-38 b,Transit,1,6.87188,136.77,1.76,13.787,2010,0,http://exoplanets.org/detail/WASP-38_b,2011-01
HD 43197 b,Radial Velocity,1,327.8,56.3,0.96,,2010,0,http://exoplanets.org/detail/HD_43197_b,2010-11
CoRoT-13 b,Transit,1,4.03519,1060.0,1.09,9.92,2010,0,http://exoplanets.org/detail/CoRoT-13_b,2010-11
KOI-217 b,Transit,1,3.90512,800.0,0.95,12.442,2010,0,,2010-12
NN Ser c,Eclipse Timing Variations,2,5573.55,500.0,0.54,,2010,0,http://exoplanets.org/detail/NN_Ser_c,2010-10
HD 8535 b,Radial Velocity,1,1313.0,52.5,1.13,,2010,0,http://exoplanets.org/detail/HD_8535_b,2010-11
NN Ser d,Eclipse Timing Variations,2,2883.5,500.0,0.54,,2010,0,http://exoplanets.org/detail/NN_Ser_d,2010-10
CoRoT-12 b,Transit,1,2.828042,1150.0,1.08,16.14,2010,0,http://exoplanets.org/detail/CoRoT-12_b,2010-09
CoRoT-14 b,Transit,1,1.51214,1340.0,1.13,12.22,2010,0,http://exoplanets.org/detail/CoRoT-14_b,2011-04
HD 164509 b,Radial Velocity,1,280.17,53.19,1.12,,2010,0,http://exoplanets.org/detail/HD_164509_b,2012-01
